seqnames,start,end,width,strand,sampleID,hgncSymbol,type,pValue,padjust,psiValue,deltaPsi,counts,totalCounts,meanCounts,meanTotalCounts,nonsplitCounts,nonsplitProportion,nonsplitProportion_99quantile
chr2,55599040,55603977,4938,*,UDN754828,PPP4R3B,jaccard,5.0128000000000005e-10,0.0014868,0.26,-0.69,21,80,93.23,105.62,1,0.01,NA
chr5,70488828,70489634,807,*,RD042,NA,jaccard,5.1601e-10,0.0019479,1,0.98,30,30,1.09,65.67,0,0,NA
chr8,6442157,6444392,2236,*,GSS237629,MCPH1,jaccard,5.2031e-10,0.0078022,0,-0.98,0,14,29.68,31,0,0,NA
chr14,91204826,91215404,10579,*,GSS225009,DGLUCY,jaccard,5.2038e-10,0.0027011,0.55,-0.39,286,522,325.59,353.51,93,0.18,NA
chr9,136224113,136224860,748,*,GSS178184,QSOX2,jaccard,5.2331e-10,0.0010865,0,-0.89,0,55,46.31,60.68,8,0.15,NA
chr7,142084645,142085832,1188,*,RD179,NA,jaccard,5.283e-10,0.0073126,0.04,-0.9,5,114,198.57,225.96,2,0.02,NA
chr1,136562,137147,586,*,RD048,LOC124900384,jaccard,5.3626e-10,0.0013918,0.34,0.34,14,41,1.2,257.51,7,0.17,NA
chr17,75615339,75615502,164,*,UDN377165,MYO15B,jaccard,5.4206e-10,0.0032156,0.59,-0.4,207,351,183.87,191.46,1,0,NA
chr16,28620134,28623130,2997,*,RD427,NUPR1;SULT1A2;SULT1A1,jaccard,5.4603e-10,0.0075579,0,-1,0,16,34.34,34.83,3,0.19,NA
chr2,241688063,241689876,1814,*,RD440,ING5,jaccard,5.502e-10,0.0045331,0.88,0.86,28,32,3.46,112.22,4,0.12,NA
chr18,50879309,50908062,28754,*,RD398,ME2,jaccard,5.5532e-10,0.005765,0.44,0.44,89,203,0.64,238.03,16,0.08,NA
chr20,34480733,34481065,333,*,UDN449283,ITCH,jaccard,5.6256e-10,0.0058401,0.69,-0.31,75,109,85.52,88.54,1,0.01,NA
chr20,17643128,17658604,15477,*,GSS237629,RRBP1,jaccard,5.6367e-10,0.0078022,0.57,0.53,117,207,12.13,153.59,39,0.19,NA
chr16,647885,648119,235,*,RD465,MCRIP2,jaccard,5.6392e-10,0.0012084,0.11,-0.62,10,88,66.42,88.7,47,0.53,NA
chr1,161542192,161623628,81437,*,RD384,FCGR2A;FCGR3A;FCGR3B,jaccard,5.7306e-10,0.0079321,0,-0.63,0,36843,7694.06,17502.46,36843,1,NA
chr1,53866925,53871371,4447,*,RD420,YIPF1,jaccard,5.7377e-10,0.0013236,0.66,-0.34,105,160,170.11,174.71,15,0.09,NA
chr11,674784,678693,3910,*,RD465,NA,jaccard,5.8202e-10,0.0012084,0.39,-0.59,20,51,135.7,142.22,3,0.06,NA
chr2,88860928,89221699,360772,*,UDN754828,MALLP2,jaccard,5.8437e-10,0.0015983,0.74,0.74,34,46,2.94,207.74,4,0.09,NA
chr8,79919149,80030035,110887,*,RD146,LOC124901966;MRPS28;TPD52-MRPS28,jaccard,5.8442e-10,0.0013193,1,0.98,12,12,2.78,85.89,0,0,NA
chr19,54337144,54337399,256,*,RD167,NA,jaccard,5.895e-10,0.0048958,0.14,-0.83,6,43,60.56,62.83,0,0,NA
chr10,6089194,6097047,7854,*,RD212,RBM17,jaccard,5.9269e-10,0.0045746,0.62,-0.35,106,172,198.73,206.1,66,0.38,NA
chr8,89780161,89784049,3889,*,UDN469319,RIPK2,jaccard,5.9287e-10,0.0061547,0.26,-0.74,43,167,59.27,61.1,1,0.01,NA
chr18,23544527,23544959,433,*,GSS115784,NPC1,jaccard,5.9295e-10,0.0035175,0,-0.97,0,14,35.01,38.49,14,1,NA
chr6,32838238,32838652,415,*,RD170,NA,jaccard,5.9663e-10,0.0041292,0.46,-0.46,98,215,374.57,403.92,78,0.36,NA
chr16,55816963,55819534,2572,*,RD404,NA,jaccard,6.0109e-10,0.0062401,0.14,-0.85,16,111,100.07,100.72,5,0.05,NA
chr6,151366893,151370104,3212,*,RD146,ZBTB2,jaccard,6.0367e-10,0.0013193,0.82,0.8,33,40,1.79,71.33,7,0.17,NA
chr15,49128761,49129476,716,*,UDN412565,LOC124903489;COPS2,jaccard,6.0527e-10,0.0083779,0.44,-0.56,17,39,63.01,65.96,8,0.21,NA
chr16,47450454,47451395,942,*,UDN754828,ITFG1,jaccard,6.1585e-10,0.0015983,0.67,0.65,47,70,5.33,97.69,2,0.03,NA
chr12,9653809,9655872,2064,*,RD373,LOC374443,jaccard,6.2025e-10,0.0085853,0,-0.89,0,123,95.45,111.01,60,0.49,NA
chr5,34923235,34924846,1612,*,UDN064673,BRIX1,jaccard,6.2421e-10,0.0064801,0.06,-0.9,1,16,48.52,51.1,15,0.94,NA
chr3,101855209,101855394,186,*,RD533,NFKBIZ,jaccard,6.2624e-10,0.0015433,0.41,-0.55,14,34,163.09,174.28,20,0.59,NA
chr8,93917219,93922015,4797,*,UDN903368,PDP1,jaccard,6.2695e-10,0.008678,0.76,0.76,52,68,1.93,62.64,0,0,NA
chr9,89418438,89455887,37450,*,RD420,SEMA4D,jaccard,6.2916e-10,0.0013751,0.71,0.5,66,93,124.86,438.51,1,0.01,NA
chr2,224808087,224814319,6233,*,RD200,DOCK10,jaccard,6.3125e-10,0.013106,0.17,-0.82,11,63,67.5,70.07,1,0.02,NA
chr12,102017806,102025973,8168,*,RD533,WASHC3,jaccard,6.318e-10,0.0015433,0.58,0.57,46,80,3.73,110.75,0,0,NA
chr12,43774030,43777629,3600,*,RD408,IRAK4,jaccard,6.333e-10,0.0037568,0.44,-0.55,23,52,68.37,70.24,7,0.13,NA
chr7,38317337,38317446,110,*,RD466,NA,jaccard,6.339e-10,0.0035536,0,-0.99,0,9,85.25,86.3,9,1,NA
chr2,113705549,113717752,12204,*,UDN851664,SLC35F5,jaccard,6.344e-10,0.0037633,1,0.99,20,20,1.47,32.7,0,0,NA
chr21,46412993,46416068,3076,*,RD432,PCNT,jaccard,6.3713e-10,0.0016535,0,-0.96,0,19,24.4,25.13,19,1,NA
chr14,106422019,106422101,83,*,RD160,NA,jaccard,6.3741e-10,0.013234,0,-0.89,0,21,375.85,418.89,1,0.05,NA
chr19,4538952,4539981,1030,*,RD241,PLIN5;LRG1,jaccard,6.3831e-10,0.0066265,0.57,-0.3,639,1128,621.5,710.9,232,0.21,NA
chr9,131939475,132014336,74862,*,RD448,MED27,jaccard,6.3926e-10,0.0014747,0.08,-0.92,1,13,59.49,62.1,0,0,NA
chr9,328172,332397,4226,*,RD223,DOCK8,jaccard,6.4575e-10,0.013407,0.68,-0.32,114,168,210.51,212.21,0,0,NA
chr1,155176232,155176931,700,*,GSS198494,KRTCAP2;TRIM46,jaccard,6.5226e-10,0.005417,0,-0.98,0,27,14.2,15.23,27,1,NA
chrX,75112973,75156104,43132,*,UDN110107,ABCB7,jaccard,6.5402e-10,0.0010445,1,1,29,29,2.08,124.74,0,0,NA
chr17,4632282,4632860,579,*,GSS284499,ALOX15,jaccard,6.5935e-10,0.0068449,0.11,-0.85,2,18,77.84,82.36,16,0.89,NA
chr3,149170574,149172094,1521,*,RD212,HPS3;CP,jaccard,6.61e-10,0.0045746,0.54,0.53,68,125,1.93,86.76,21,0.17,NA
chr11,66800665,66803994,3330,*,UDN093752,TOP6BL,jaccard,6.6654e-10,0.0016281,0.87,0.86,26,30,0.42,41.22,4,0.13,NA
chr5,72893247,72893376,130,*,RD385,TNPO1,jaccard,6.6949e-10,0.00278,0.53,-0.44,37,70,89.48,92.02,33,0.47,NA
chr22,50392016,50393892,1877,*,GSS126747,PPP6R2,jaccard,6.7404e-10,0.02799,0.3,0.3,68,223,1.17,143.86,17,0.08,NA
chr13,77719672,77743015,23344,*,GSS115787,SLAIN1,jaccard,6.7809e-10,0.0035197,1,0.99,32,32,4.94,35.03,0,0,NA
chrX,23734368,23735918,1551,*,RD066,ACOT9,jaccard,6.7878e-10,0.0040266,0.12,-0.68,8,66,133.09,162.35,3,0.05,NA
chr14,49782595,49785579,2985,*,RD533,KLHDC2;NEMF,jaccard,6.7968e-10,0.001568,0.88,0.78,56,64,12.05,109.42,0,0,NA
chr16,22534398,22536014,1617,*,RD047,NA,jaccard,6.8456e-10,0.0020304,0.56,0.55,10,18,0.21,136.16,7,0.39,NA
chr15,44497139,44499726,2588,*,RD466,CTDSPL2,jaccard,6.8463e-10,0.0035536,0,-0.98,0,13,43.5,44.71,13,1,NA
chr6,30007397,30007523,127,*,GSS198497,NA,jaccard,6.8784e-10,0.028563,0.63,0.62,36,57,14.88,1545.53,4,0.07,NA
chr3,42632824,42633560,737,*,RD435,NKTR;ZBTB47-AS1,jaccard,6.8836e-10,0.0010209,0.89,0.88,16,18,2.96,68.99,2,0.11,NA
chr19,42099822,42117249,17428,*,RD145,POU2F2,jaccard,6.9123e-10,0.0090389,0.53,-0.42,40,75,345.08,387.42,6,0.08,NA
chr16,2087942,2088047,106,*,RD193,TSC2,jaccard,6.9895e-10,0.003628,0.53,-0.42,87,163,259.21,266.69,37,0.23,NA
chr6,17779100,17779591,492,*,UDN240668,KIF13A,jaccard,7.1069e-10,0.0014053,0.46,-0.52,27,59,114.49,123.46,32,0.54,NA
chr1,36479517,36481477,1961,*,RD162,CSF3R,jaccard,7.2362e-10,0.0060097,0.48,-0.45,1661,3426,7298.72,7947.92,33,0.01,NA
chr19,48978003,48978097,95,*,UDN093752,GYS1,jaccard,7.2462e-10,0.0016717,0.44,-0.55,21,48,126.52,131.63,17,0.35,NA
chr6,41150314,41150818,505,*,RD213,TREML1,jaccard,7.2867e-10,0.0075645,0.77,0.66,50,65,13.33,163.49,1,0.02,NA
chr13,39727549,39732043,4495,*,RD448,COG6,jaccard,7.3156e-10,0.0015988,0.94,0.92,29,31,2.08,52.24,2,0.06,NA
chrX,71460804,71466267,5464,*,RD420,TAF1,jaccard,7.3201e-10,0.001444,0.76,0.74,22,29,5.67,124.36,0,0,NA
chr12,10125174,10125296,123,*,GSS298499,CLEC7A,jaccard,7.3473e-10,0.015255,0.04,-0.36,28,746,312.01,850.24,51,0.07,NA
chr5,96902354,96903376,1023,*,RD358,ERAP1;ERAP2,jaccard,7.4122e-10,0.0038474,0.06,-0.93,3,50,125.92,129.02,5,0.1,NA
chr21,46538603,46539876,1274,*,RD465,DIP2A,jaccard,7.5123e-10,0.0014179,0,-0.94,0,15,56.07,64.43,15,1,NA
chr9,133663526,133666734,3209,*,UDN240668,SARDH,jaccard,7.513e-10,0.001413,1,0.98,50,50,2.27,30.94,0,0,NA
chr3,184930569,184936245,5677,*,RD262,VPS8,jaccard,7.5975e-10,0.015774,0.47,-0.47,42,90,148.01,155.21,3,0.03,NA
chr13,28177936,28194489,16554,*,RD420,PAN3,jaccard,7.6904e-10,0.001444,0.92,0.91,12,13,1.22,85.39,0,0,NA
chr15,83107887,83112796,4910,*,GSS153634,TM6SF1;HDGFL3,jaccard,7.7224e-10,0.004581,0.45,0.44,127,283,3.25,152.47,2,0.01,NA
chr2,181902467,181909898,7432,*,UDN110107,ITPRID2,jaccard,7.7363e-10,0.0011898,0.54,-0.46,28,52,97.6,99.18,0,0,NA
chr1,179914055,179917451,3397,*,RD208,TOR1AIP1,jaccard,7.7506e-10,0.0069653,0.53,-0.47,144,272,365,369.79,3,0.01,NA
chr2,38987592,38995122,7531,*,RD147,SOS1,jaccard,7.8237e-10,0.0021768,0.95,0.78,38,40,24.63,98.96,2,0.05,NA
chr16,71774593,71789278,14686,*,RD420,AP1G1,jaccard,7.8372e-10,0.001444,0,-0.97,0,12,60.19,62.37,4,0.33,NA
chr19,10163361,10166597,3237,*,UDN354231,DNMT1,jaccard,7.8408e-10,0.01628,0.36,-0.58,101,282,119.68,128.69,80,0.28,NA
chr19,51226082,51226308,227,*,UDN659517,CD33,jaccard,7.9964e-10,0.0055342,0.37,-0.59,89,239,176.45,190.55,0,0,NA
chr15,42417361,42417804,444,*,RD420,ZNF106,jaccard,7.9981e-10,0.001444,0,-0.74,0,24,87.54,111.69,24,1,NA
chr11,59797397,59799674,2278,*,RD261,STX3,jaccard,8.0228e-10,0.0020961,0.4,0.39,17,42,2.08,284.5,4,0.1,NA
chr17,58318453,58319089,637,*,UDN240668,TSPOAP1,jaccard,8.0545e-10,0.001413,0,-0.97,0,30,35.95,39.48,15,0.5,NA
chr15,99633174,99645560,12387,*,RD432,MEF2A,jaccard,8.0697e-10,0.0019711,0.07,-0.9,2,30,45.97,51.64,0,0,NA
chr21,44323919,44324490,572,*,RD261,PFKL,jaccard,8.0765e-10,0.0020961,0.69,-0.3,27,39,730.15,739.26,7,0.18,NA
chr4,39471307,39477062,5756,*,RD465,LIAS,jaccard,8.0898e-10,0.0014487,0.6,0.6,30,50,1.27,86.33,0,0,NA
chr1,232445787,232460886,15100,*,UDN240668,SIPA1L2,jaccard,8.1669e-10,0.001413,0,-0.98,0,13,31.23,32.66,13,1,NA
chr1,77122360,77154448,32089,*,GSS158504,PIGK,jaccard,8.1953e-10,0.0021269,0.54,-0.46,27,50,82.22,84.9,0,0,NA
chr11,117204495,117206881,2387,*,UDN093752,TAGLN;PCSK7,jaccard,8.1988e-10,0.0017448,0.51,0.51,30,59,1.52,125.99,29,0.49,NA
chr12,124911845,124912528,684,*,RD047,UBC,jaccard,8.2579e-10,0.0021956,0.7,0.7,1758,2524,14.12,3881.94,766,0.3,NA
chr1,161542143,161623579,81437,*,RD446,FCGR2A;FCGR3A;FCGR3B,jaccard,8.2832e-10,0.0085991,0.59,0.58,15297,25810,2287.47,13412.35,10513,0.41,NA
chr16,82151515,82164081,12567,*,RD465,MPHOSPH6,jaccard,8.373e-10,0.0014487,0,-0.93,0,32,26.68,30.87,0,0,NA
chr12,384154,385896,1743,*,RD208,KDM5A,jaccard,8.3869e-10,0.0069653,0.38,-0.57,33,87,57.89,60.84,4,0.05,NA
chr14,92121400,92121641,242,*,UDN793640,NDUFB1,jaccard,8.3869e-10,0.032185,0.34,0.34,128,376,1.62,175.64,122,0.32,NA
chr1,220100650,220102128,1479,*,UDN754828,IARS2,jaccard,8.4152e-10,0.002045,0.32,-0.68,6,19,64.47,67.29,0,0,NA
chrX,153692108,153693040,933,*,GSS284499,SLC6A8,jaccard,8.459e-10,0.0070252,0,-0.98,0,8,171.99,174.58,8,1,NA
chr6,29829933,29830377,445,*,RD047,NA,jaccard,8.4599e-10,0.0021956,0.59,0.58,16,27,1.96,342.74,3,0.11,NA
chr3,180608811,180609629,819,*,RD533,TTC14;CCDC39,jaccard,8.4884e-10,0.0018552,1,0.87,27,27,17.88,79.17,0,0,NA
chr13,44949839,44959380,9542,*,UDN890212,NUFIP1,jaccard,8.5214e-10,0.0088462,0,-0.97,0,26,21.43,23.58,0,0,NA
chr1,1724764,1735816,11053,*,UDN908240,CDK11A;SLC35E2A,jaccard,8.5909e-10,0.0089184,0.96,0.95,22,23,0.81,28.9,1,0.04,NA
chr2,61228996,61229547,552,*,RD420,USP34,jaccard,8.6974e-10,0.0015048,0,-0.99,0,8,66.16,68.5,0,0,NA
chr20,35057572,35068398,10827,*,RD145,TRPC4AP,jaccard,8.7069e-10,0.0090389,0.3,0.3,16,53,1.6,312.85,0,0,NA
chr22,29140367,29141943,1577,*,UDN093752,KREMEN1,jaccard,8.7436e-10,0.0017448,0.61,-0.38,30,49,107.11,108.09,19,0.39,NA
chr1,161595591,161599629,4039,*,GSS189457,FCGR2A;FCGR3A;FCGR2C,jaccard,8.7669e-10,0.0072809,1,0.73,346,347,180.51,261.83,1,0,NA
chr22,20507736,20537116,29381,*,RD292,MED15,jaccard,8.8001e-10,0.003322,1,0.97,8,8,4.47,388.29,0,0,NA
chr17,7220198,7220463,266,*,UDN754828,ACADVL,jaccard,8.969e-10,0.002045,0.55,-0.4,165,300,477.94,507.92,12,0.04,NA
chr19,54459577,54459632,56,*,RD188,NA,jaccard,8.9878e-10,0.018661,0.33,0.31,271,818,24.7,972.3,541,0.66,NA
chr19,19132509,19132656,148,*,UDN817315,TMEM161A,jaccard,9.0788e-10,0.0034272,0.06,-0.9,2,32,52.05,57.08,0,0,NA
chr19,44100928,44101132,205,*,GSS178184,ZNF224,jaccard,9.1682e-10,0.0016343,0.05,-0.91,1,20,53.65,59.23,19,0.95,NA
chr7,100548916,100550395,1480,*,UDN240668,AGFG2,jaccard,9.179e-10,0.001466,0.35,-0.65,7,20,66.12,67.04,13,0.65,NA
chr19,871254,871925,672,*,RD471,NA,jaccard,9.1794e-10,0.0076235,0.19,-0.78,53,280,259.89,279.76,3,0.01,NA
chr12,122994932,122995388,457,*,RD420,PITPNM2,jaccard,9.232e-10,0.0015334,1,0.97,20,20,6,67.64,0,0,NA
chr16,28484119,28486346,2228,*,UDN537120,CLN3,jaccard,9.29e-10,0.0096442,0.59,-0.34,360,610,265.88,285.22,131,0.21,NA
chr7,150803833,150804361,529,*,UDN110107,TMEM176A,jaccard,9.3014e-10,0.0013794,0,-0.94,0,12,214.28,232.88,0,0,NA
chr13,39727549,39750945,23397,*,RD448,COG6,jaccard,9.3181e-10,0.0019347,0,-0.97,0,29,45.63,50.78,0,0,NA
chr4,185189070,185190142,1073,*,RD146,CFAP97,jaccard,9.327e-10,0.0019365,0.95,0.92,18,19,1.54,77.11,0,0,NA
chr1,101025467,101025639,173,*,GSS178184,DPH5,jaccard,9.4435e-10,0.0016343,1,0.99,14,14,0.88,42.78,0,0,NA
chr4,109560437,109603110,42674,*,GSS178184,MCUB,jaccard,9.4456e-10,0.0016343,0.43,0.42,52,121,7.24,248.86,7,0.06,NA
chr3,128341890,128358216,16327,*,GSS198414,NA,jaccard,9.5151e-10,0.019756,0.55,-0.44,109,197,102.72,109.32,0,0,NA
chr7,72926964,72928384,1421,*,RD538,POM121,jaccard,9.5364e-10,0.0098999,0.49,-0.51,22,45,70.22,70.98,9,0.2,NA
chr19,8257986,8261687,3702,*,RD063,CERS4,jaccard,9.5458e-10,0.0099097,0.24,-0.58,28,119,174.86,210.3,25,0.21,NA
chrX,75112973,75114753,1781,*,RD379,ABCB7,jaccard,9.5643e-10,0.013239,0,-0.99,0,70,62.33,64.51,0,0,NA
chr14,105708665,105864586,155922,*,RD420,NA,jaccard,9.6496e-10,0.0015412,0.51,0.45,1347,2643,198.81,1769.64,91,0.03,NA
chr21,45492565,45492686,122,*,GSS219199,NA,jaccard,9.703e-10,0.0090845,0.45,-0.5,35,78,317.75,335.6,43,0.55,NA
chr7,96694892,96709687,14796,*,UDN554843,SEM1,jaccard,9.7138e-10,0.010084,0.37,-0.6,19,51,115.93,119.49,18,0.35,NA
chr17,58306969,58307610,642,*,UDN093752,TSPOAP1,jaccard,9.7158e-10,0.0018096,0,-0.98,0,10,60.68,66.05,10,1,NA
chr5,65611708,65614097,2390,*,GSS158504,TRIM23,jaccard,9.7827e-10,0.0023295,1,0.99,20,20,0.66,34.26,0,0,NA
chr22,22664519,22758903,94385,*,RD046,NA,jaccard,9.8409e-10,0.0029189,0.43,0.43,25,58,6.59,632.17,0,0,NA
chr4,44683319,44685958,2640,*,GSS115787,GUF1;GNPDA2,jaccard,9.9145e-10,0.0045745,0,-0.97,0,33,18.41,19.51,0,0,NA
chr11,44941078,44950676,9599,*,RD435,TP53I11,jaccard,9.9426e-10,0.0013974,0.37,0.36,50,136,4.32,262.09,0,0,NA
KI270745.1,22160,22353,194,*,UDN761105,NA,jaccard,1.0008e-9,0.020779,0.35,0.34,29,82,11.88,365.19,32,0.39,NA
chr15,22564533,22569148,4616,*,UDN887753,NA,jaccard,1.0045e-9,0.0034759,1,0.94,17,17,6.66,103.24,0,0,NA
chr11,7648912,7649146,235,*,RD432,PPFIBP2,jaccard,1.0058e-9,0.0023204,0.36,-0.63,9,25,60.09,61.41,16,0.64,NA
chr8,43191596,43192303,708,*,UDN038186,HGSNAT,jaccard,1.0095e-9,0.02096,0.58,-0.42,49,85,86.03,89,33,0.39,NA
chr13,42919333,42926335,7003,*,RD435,EPSTI1,jaccard,1.0096e-9,0.0013974,0.62,0.55,62,100,51.07,329.46,0,0,NA
chr3,121788433,121790072,1640,*,RD466,IQCB1,jaccard,1.0143e-9,0.00468,0,-0.72,0,56,70.09,109.53,3,0.05,NA
chr6,41149919,41150260,342,*,RD213,TREML1,jaccard,1.016e-9,0.0084382,0.8,0.67,59,74,22.63,172.15,5,0.07,NA
chr2,162267570,162268086,517,*,RD207,IFIH1,jaccard,1.0161e-9,0.010549,0.29,-0.62,28,96,175.05,190.69,15,0.16,NA
chr14,90278462,90279061,600,*,UDN240668,NRDE2,jaccard,1.0242e-9,0.0015752,0.13,-0.67,8,61,56.35,66.93,53,0.87,NA
chr1,153642430,153643226,797,*,RD047,CHTOP,jaccard,1.0286e-9,0.0023728,0.47,-0.32,159,336,531.48,636.59,154,0.46,NA
chr7,99033040,99047654,14615,*,GSS214169,TRRAP;LOC101927550;SMURF1,jaccard,1.0382e-9,0.0086226,1,0.76,65,65,14.18,50.58,0,0,NA
chr1,169870358,169873695,3338,*,RD465,SCYL3,jaccard,1.0393e-9,0.0016915,0.17,-0.81,5,30,49.01,51.92,25,0.83,NA
chr11,59795483,59797282,1800,*,RD048,STX3,jaccard,1.0401e-9,0.0025407,0.25,-0.48,77,313,259.98,381.71,48,0.15,NA
chr1,155612976,155613091,116,*,RD448,MSTO1,jaccard,1.0405e-9,0.0020574,0.6,0.59,34,57,0.85,75.39,13,0.23,NA
chr15,39590024,39590515,492,*,GSS119194,THBS1;FSIP1,jaccard,1.0516e-9,0.010917,0,-0.99,0,12,34.22,35.09,12,1,NA
chr9,14941,15040,100,*,RD431,WASHC1,jaccard,1.0546e-9,0.0043792,0.75,0.74,18,24,2.8,166.72,6,0.25,NA
chr9,114643400,114644066,667,*,GSS178184,TMEM268,jaccard,1.0546e-9,0.0017517,1,0.99,10,10,1.99,61.26,0,0,NA
chr5,39390576,39392364,1789,*,RD465,C9;DAB2,jaccard,1.0591e-9,0.0016915,0,-0.95,0,19,26.71,28.23,10,0.53,NA
chr14,91285837,91289104,3268,*,RD432,CCDC88C,jaccard,1.065e-9,0.0023276,0.28,-0.51,44,157,147.6,216.4,81,0.52,NA
chr11,65658500,65658717,218,*,RD261,RELA,jaccard,1.0656e-9,0.00247,0.21,-0.72,3,14,472.79,496.86,11,0.79,NA
KI270745.1,21774,21870,97,*,GSS193967,NA,jaccard,1.0689e-9,0.044388,0.5,0.49,92,184,4.83,155.35,90,0.49,NA
chr14,57233884,57233987,104,*,RD419,EXOC5,jaccard,1.0702e-9,0.0029626,0,-0.98,0,16,28.69,29.25,16,1,NA
chr5,39153605,39219442,65838,*,RD261,FYB1,jaccard,1.0707e-9,0.00247,0.4,0.4,8,20,17.36,2000.52,0,0,NA
chr10,1001014,1005817,4804,*,RD264,GTPBP4,jaccard,1.0783e-9,0.0026339000000000002,0.09,-0.89,1,11,88.54,90.43,4,0.36,NA
chr16,83994689,83997215,2527,*,GSS219199,NECAB2,jaccard,1.0939e-9,0.0090845,0.05,-0.9,3,55,62.43,73.02,6,0.11,NA
chr8,106742318,106745788,3471,*,GSS237629,OXR1,jaccard,1.0972e-9,0.01139,0.5,-0.5,27,54,82.23,84.7,1,0.02,NA
chr6,30912147,30912327,181,*,UDN606250,NA,jaccard,1.1016e-9,0.011436,0.31,-0.63,105,337,72.25,78.89,157,0.47,NA
chr22,40953634,40955286,1653,*,UDN370962,RBX1,jaccard,1.105e-9,0.022944,0.55,0.52,42,77,12.16,284.11,1,0.01,NA
chr19,38326989,38327179,191,*,RD164,KCNK6,jaccard,1.1063e-9,0.011484,0.31,-0.66,9,29,118.02,122.39,4,0.14,NA
chr2,191013679,191014017,339,*,UDN828758,STAT1,jaccard,1.1123e-9,0.0057737,0.55,-0.38,222,405,482.29,529.24,0,0,NA
chr18,12984191,12986861,2671,*,RD465,SEH1L,jaccard,1.1166e-9,0.0017172,0.74,0.73,14,19,0.53,72.35,0,0,NA
chr8,89780161,89784049,3889,*,GSS198494,RIPK2,jaccard,1.1222e-9,0.0077664,0.21,-0.78,12,57,59.27,61.1,0,0,NA
chr17,47817360,47818268,909,*,RD435,OSBPL7,jaccard,1.129e-9,0.0015123,0.45,-0.54,30,66,47.77,48.7,12,0.18,NA
chr22,21487673,21491993,4321,*,UDN240668,PI4KAP2,jaccard,1.1364e-9,0.0016853,1,1,26,26,0.24,90.51,0,0,NA
chr19,54275067,54275950,884,*,RD381,NA,jaccard,1.1411e-9,0.0043075,0.31,0.31,1169,3721,11.71,1443.67,323,0.09,NA
chr17,80350397,80351684,1288,*,RD043,RNF213,jaccard,1.1433e-9,0.0023737,0.41,-0.52,24,59,176.07,193.09,3,0.05,NA
chr9,131444329,131446400,2072,*,RD146,PRRC2B,jaccard,1.1673e-9,0.0022395,0.27,-0.67,12,45,127.47,142.06,0,0,NA
chr3,11313421,11315343,1923,*,RD351,ATG7,jaccard,1.1675e-9,0.0096961,0.2,-0.78,21,107,55.77,59.52,58,0.54,NA
chr12,82353313,82354494,1182,*,RD378,CCDC59,jaccard,1.1737e-9,0.048737,0.61,-0.39,51,84,142.6,144.83,4,0.05,NA
chr16,56497080,56497742,663,*,GSS115787,NUDT21;BBS2,jaccard,1.1756e-9,0.0048816,0.51,-0.48,37,73,75.73,78.76,16,0.22,NA
chr6,26406257,26407670,1414,*,RD391,BTN3A1,jaccard,1.1839e-9,0.012291,0.14,-0.48,25,181,249.22,381.99,98,0.54,NA
chr5,82275114,82275208,95,*,RD468,ATG10;RPS23,jaccard,1.1862e-9,0.012314,0.69,0.66,24,35,8.39,149.11,11,0.31,NA
chr19,19668967,19677863,8897,*,RD146,ZNF101,jaccard,1.1865e-9,0.0022395,0.26,-0.64,9,35,193.08,241.49,4,0.11,NA
chr4,101032365,101040481,8117,*,RD419,PPP3CA,jaccard,1.2067e-9,0.0031316,0.53,-0.46,16,30,130.52,131.56,0,0,NA
chr1,229466757,229470579,3823,*,UDN240668,NUP133,jaccard,1.2082e-9,0.0017301,0.08,-0.92,1,13,60.65,62.26,0,0,NA
chr20,63888540,63888622,83,*,RD044,TPD52L2,jaccard,1.2083e-9,0.0027875,0.68,0.68,13,19,4.05,107.11,6,0.32,NA
chr20,41174012,41174466,455,*,RD261,PLCG1,jaccard,1.2105e-9,0.0026456,0.44,0.44,8,18,1.29,544.24,0,0,NA
chr8,22644804,22669043,24240,*,RD374,BIN3,jaccard,1.211e-9,0.008381,0.69,-0.3,183,264,268.62,272.95,0,0,NA
chr15,79899126,79907628,8503,*,RD383,ST20-MTHFS;ST20,jaccard,1.2185e-9,0.0072283,0.34,-0.54,64,191,217.44,241.05,27,0.14,NA
chr17,64519437,64521401,1965,*,GSS178184,CEP95,jaccard,1.2355e-9,0.0018594,0,-0.97,0,25,28.75,31.53,0,0,NA
chr4,1823776,1825563,1788,*,GSS178184,LETM1,jaccard,1.236e-9,0.0018594,0.53,-0.47,29,55,67.23,69.65,8,0.15,NA
chr6,29888684,29934228,45545,*,RD216,NA,jaccard,1.2499e-9,0.012976,0.48,0.48,5931,12301,79.39,3704.96,6365,0.52,NA
chr4,57023752,57024004,253,*,RD470,POLR2B,jaccard,1.2516000000000001e-09,0.0048725,0.52,-0.45,21,40,183.67,189.47,19,0.48,NA
chr17,74481834,74484000,2167,*,UDN110107,NA,jaccard,1.2522e-9,0.001793,0.53,-0.3,468,885,1037.15,1251.47,172,0.19,NA
chr1,234418234,234420701,2468,*,RD420,TARBP1,jaccard,1.2666e-9,0.001948,0,-0.97,0,18,32.94,33.2,0,0,NA
chr4,152320356,152322595,2240,*,GSS115784,FBXW7,jaccard,1.2719e-9,0.006602,1,0.98,21,21,3.61,42.15,0,0,NA
chr12,57489972,57490206,235,*,RD465,MARS1,jaccard,1.2785e-9,0.0018835,0.58,-0.35,84,144,265.91,280.58,21,0.15,NA
